name,url
IMLY,https://swiggy.com/restaurants/imly-preet-vihar-delhi-524205
Vir Ji Malai Chaap Wale,https://swiggy.com/restaurants/vir-ji-malai-chaap-wale-greater-kailash-2-lajpat-nagar-delhi-405160
BOX8 - Desi Meals,https://swiggy.com/restaurants/box8-desi-meals-laxmi-nagar-delhi-425373
MBA in Khichdi,https://swiggy.com/restaurants/mba-in-khichdi-south-extension-delhi-505524
The Almighty Biryani,https://swiggy.com/restaurants/the-almighty-biryani-south-extension-delhi-509011
Punikar Vadapav Centre,https://swiggy.com/restaurants/punikar-vadapav-centre-pandav-nagar-mayur-vihar-delhi-135205
49 Rolls,https://swiggy.com/restaurants/49-rolls-ganesh-nagar-2-extn-shakarpur-mayur-vihar-delhi-390023
No. 1 Uncles Parantha,https://swiggy.com/restaurants/no-1-uncles-parantha-south-ex-1-south-extension-i-delhi-58739
Jhakkas Bombay Pav Bhaji,https://swiggy.com/restaurants/jhakkas-bombay-pav-bhaji-lajpat-nagar-delhi-57800
Kutty's South Indian Cafe,https://swiggy.com/restaurants/kuttys-south-indian-cafe-preet-vihar-swasthya-vihar-delhi-15645
Wah Ji Wah,https://swiggy.com/restaurants/wah-ji-wah-v3s-mall-swasthya-vihar-delhi-10990
Tandoori Manzil,https://swiggy.com/restaurants/tandoori-manzil-ganesh-nagar-mayur-vihar-delhi-17252
Aggarwal Sweet India,https://swiggy.com/restaurants/aggarwal-sweet-india-pandav-nagar-patparganj-delhi-201915
Red Chilli Chinese,https://swiggy.com/restaurants/red-chilli-chinese-west-guru-angad-nagar-laxmi-nagar-delhi-148875
Wah Ji Wah,https://swiggy.com/restaurants/wah-ji-wah-v3s-mall-swasthya-vihar-delhi-10990
Tandoori Manzil,https://swiggy.com/restaurants/tandoori-manzil-ganesh-nagar-mayur-vihar-delhi-17252
Aggarwal Sweet India,https://swiggy.com/restaurants/aggarwal-sweet-india-pandav-nagar-patparganj-delhi-201915
Red Chilli Chinese,https://swiggy.com/restaurants/red-chilli-chinese-west-guru-angad-nagar-laxmi-nagar-delhi-148875
Parantha Express,https://swiggy.com/restaurants/parantha-express-malviya-nagar-mayur-vihar-delhi-409757
Murthal No.1 Parantha,https://swiggy.com/restaurants/murthal-no-1-parantha-malviya-nagar-mayur-vihar-delhi-410374
Gupta ji chole bhature,https://swiggy.com/restaurants/gupta-ji-chole-bhature-laxmi-nagar-shakarpur-khas-delhi-194768
China Hut,https://swiggy.com/restaurants/china-hut-jangpura-jungpura-extension-delhi-20665
"Kebabi Karvaan - Kebabs, Curries & Biryanis",https://swiggy.com/restaurants/kebabi-karvaan-kebabs-curries-and-biryanis-preet-vihar-east-laxmi-nagar-delhi-508014
South Indian Anna Madras Cafe,https://swiggy.com/restaurants/south-indian-anna-madras-cafe-near-mother-dairy-patparganj-delhi-167180
The Biryani Life,https://swiggy.com/restaurants/the-biryani-life-near-metro-station-shakarpur-khas-delhi-186204
Faasos - Wraps & Rolls,https://swiggy.com/restaurants/faasos-wraps-and-rolls-rajdner-place-rajendra-place-delhi-79296
Art of Spices,https://swiggy.com/restaurants/art-of-spices-pusa-road-north-extension-area-rajinder-nagar-delhi-25658
Kaarobaar: The Modern-Desi Bistro,https://swiggy.com/restaurants/kaarobaar-the-modern-desi-bistro-karol-bagh-rajinder-nagar-delhi-162874
The Yellow Bowl,https://swiggy.com/restaurants/the-yellow-bowl-old-delhi-delhi-396278
M Gopinath,https://swiggy.com/restaurants/m-gopinath-karol-bagh-old-rajinder-nagar-rajinder-nagar-delhi-68693
China Hut,https://swiggy.com/restaurants/china-hut-jangpura-jungpura-extension-delhi-20665
"Kebabi Karvaan - Kebabs, Curries & Biryanis",https://swiggy.com/restaurants/kebabi-karvaan-kebabs-curries-and-biryanis-preet-vihar-east-laxmi-nagar-delhi-508014
South Indian Anna Madras Cafe,https://swiggy.com/restaurants/south-indian-anna-madras-cafe-near-mother-dairy-patparganj-delhi-167180
The Biryani Life,https://swiggy.com/restaurants/the-biryani-life-near-metro-station-shakarpur-khas-delhi-186204
Faasos - Wraps & Rolls,https://swiggy.com/restaurants/faasos-wraps-and-rolls-rajdner-place-rajendra-place-delhi-79296
Art of Spices,https://swiggy.com/restaurants/art-of-spices-pusa-road-north-extension-area-rajinder-nagar-delhi-25658
Kaarobaar: The Modern-Desi Bistro,https://swiggy.com/restaurants/kaarobaar-the-modern-desi-bistro-karol-bagh-rajinder-nagar-delhi-162874
The Yellow Bowl,https://swiggy.com/restaurants/the-yellow-bowl-old-delhi-delhi-396278
M Gopinath,https://swiggy.com/restaurants/m-gopinath-karol-bagh-old-rajinder-nagar-rajinder-nagar-delhi-68693
Veg Gulati (Pandara Road),https://swiggy.com/restaurants/veg-gulati-pandara-road-khan-market-pandara-road-delhi-31758
GetAWhey - Healthy Ice creams.,https://swiggy.com/restaurants/getawhey-healthy-ice-creams-connaught-place-delhi-405571
Shree Guru Vashishth,https://swiggy.com/restaurants/shree-guru-vashishth-karol-bagh-delhi-482323
Kashmir Sweet Shop,https://swiggy.com/restaurants/kashmir-sweet-shop-paharganj-delhi-37522
Maa Bhagwati,https://swiggy.com/restaurants/maa-bhagwati-paharganj-delhi-61539
Home Plate by EatFit,https://swiggy.com/restaurants/home-plate-by-eatfit-chuna-mandi-paharganj-gole-market-delhi-279866
EatFit,https://swiggy.com/restaurants/eatfit-laxmi-narain-street-karol-bagh-delhi-443497
Barbeque Nation,https://swiggy.com/restaurants/barbeque-nation-munshi-lal-building-connaught-place-delhi-302684
Depaul's,https://swiggy.com/restaurants/depauls-connaught-place-delhi-135497
Rajdhani,https://swiggy.com/restaurants/rajdhani-scindia-house-connaught-place-delhi-8631
Biryani Badshah,https://swiggy.com/restaurants/biryani-badshah-baba-kharak-singh-rd-connaught-place-delhi-114839
Starbucks Coffee,https://swiggy.com/restaurants/starbucks-coffee-hamilton-house-connaught-place-delhi-69464
Bikkgane Biryani,https://swiggy.com/restaurants/bikkgane-biryani-opposite-pvr-rivoli-connaught-place-delhi-8619
The 2nd Wife,https://swiggy.com/restaurants/the-2nd-wife-shahdara-krishna-nagar-delhi-103922
Rolls King,https://swiggy.com/restaurants/rolls-king-gtb-nagar-delhi-569414
Bhalla King,https://swiggy.com/restaurants/bhalla-king-lajpat-nagar-delhi-84163
Puran Dhaba,https://swiggy.com/restaurants/puran-dhaba-ashok-vihar-delhi-318320
Begum Jaan by Hudson ,https://swiggy.com/restaurants/begum-jaan-by-hudson-gtb-nagar-delhi-431441
Asia Bowl Co.,https://swiggy.com/restaurants/asia-bowl-co-gtb-nagar-delhi-371340
Punjabi Tikka Junction,https://swiggy.com/restaurants/punjabi-tikka-junction-laxmi-nagar-geeta-colony-delhi-371290
Chinese Veg Crunch,https://swiggy.com/restaurants/chinese-veg-crunch-ashok-vihar-delhi-343559
Shyam Chaat Bhandar,https://swiggy.com/restaurants/shyam-chaat-bhandar-vijay-nagar-delhi-49970
KC restaurant,https://swiggy.com/restaurants/kc-restaurant-south-campus-moti-bagh-delhi-312289
Grameen Kulfi,https://swiggy.com/restaurants/grameen-kulfi-shakarpur-shakarpur-khas-delhi-355354
Rollsking,https://swiggy.com/restaurants/rollsking-flyover-market-defence-colony-lajpat-nagar-delhi-345823
Hot N Cool,https://swiggy.com/restaurants/hot-n-cool-laxmi-nagar-delhi-489979
Bobby Tikki Wala,https://swiggy.com/restaurants/bobby-tikki-wala-laxmi-nagar-delhi-40337
Apni Rasoi,https://swiggy.com/restaurants/apni-rasoi-pandav-nagar-patparganj-delhi-32347
Wrapss Kathi Rolls,https://swiggy.com/restaurants/wrapss-kathi-rolls-north-extension-area-rajinder-nagar-karol-bagh-delhi-12369
Nandlal Ka Dhaba,https://swiggy.com/restaurants/nandlal-ka-dhaba-daryaganj-delhi-46867
Lazeez Kebab & Curries,https://swiggy.com/restaurants/lazeez-kebab-and-curries-old-rajender-nagar-old-rajinder-nagar-rajinder-nagar-delhi-92029
Arya Bhavan,https://swiggy.com/restaurants/arya-bhavan-karol-bagh-delhi-94172
Al Yamin,https://swiggy.com/restaurants/al-yamin-old-jama-masjid-old-delhi-delhi-140521
Sachdeva's  Multi Cuisine Joint,https://swiggy.com/restaurants/sachdevas-multi-cuisine-joint-mirdad-road-barakhamba-delhi-14445
Tadka 4986,https://swiggy.com/restaurants/tadka-4986-nehru-bazaar-paharganj-delhi-29777
Wow! Momo,https://swiggy.com/restaurants/wow-momo-new-railway-station-connaught-place-delhi-365634
Lazeez Affaire,https://swiggy.com/restaurants/lazeez-affaire-connaught-place-delhi-34475
Rooh Burger Cafe,https://swiggy.com/restaurants/rooh-burger-cafe-connaught-place-delhi-39209
Bhape Da Hotel,https://swiggy.com/restaurants/bhape-da-hotel-connaught-place-barakhamba-delhi-8638
Lazeez Kebab & Curries,https://swiggy.com/restaurants/lazeez-kebab-and-curries-old-rajender-nagar-old-rajinder-nagar-rajinder-nagar-delhi-92029
Arya Bhavan,https://swiggy.com/restaurants/arya-bhavan-karol-bagh-delhi-94172
Al Yamin,https://swiggy.com/restaurants/al-yamin-old-jama-masjid-old-delhi-delhi-140521
Sachdeva's  Multi Cuisine Joint,https://swiggy.com/restaurants/sachdevas-multi-cuisine-joint-mirdad-road-barakhamba-delhi-14445
Tadka 4986,https://swiggy.com/restaurants/tadka-4986-nehru-bazaar-paharganj-delhi-29777
Wow! Momo,https://swiggy.com/restaurants/wow-momo-new-railway-station-connaught-place-delhi-365634
Lazeez Affaire,https://swiggy.com/restaurants/lazeez-affaire-connaught-place-delhi-34475
Rooh Burger Cafe,https://swiggy.com/restaurants/rooh-burger-cafe-connaught-place-delhi-39209
Bhape Da Hotel,https://swiggy.com/restaurants/bhape-da-hotel-connaught-place-barakhamba-delhi-8638
Embassy,https://swiggy.com/restaurants/embassy-connaught-place-delhi-9086
Handi Chhadeyan Di (Since 2012),https://swiggy.com/restaurants/handi-chhadeyan-di-since-2012-connaught-place-cannaught-place-delhi-14586
Nazeer Foods,https://swiggy.com/restaurants/nazeer-foods-cannaught-place-connaught-place-delhi-56773
Sagar Ratna,https://swiggy.com/restaurants/sagar-ratna-outer-circle-connaught-place-delhi-8621
Bikanervala,https://swiggy.com/restaurants/bikanervala-connaught-place-delhi-40414
KFC,https://swiggy.com/restaurants/kfc-connaught-place-delhi-152971
Jain Chawal Wale,https://swiggy.com/restaurants/jain-chawal-wale-connaught-place-delhi-557536
Paranthe Wali Gali,https://swiggy.com/restaurants/paranthe-wali-gali-hauz-khas-south-campus-delhi-453650
The Hudson cafe,https://swiggy.com/restaurants/the-hudson-cafe-hudson-lane-gtb-nagar-delhi-17078
BATRA'S TANDOORI NIGHT,https://swiggy.com/restaurants/batras-tandoori-night-laxmi-nagar-geeta-colony-delhi-338382
Big Yellow Door,https://swiggy.com/restaurants/big-yellow-door-2nd-floor-hudson-lane-delhi-38412
The Yellow Bowl ,https://swiggy.com/restaurants/the-yellow-bowl-patparganj-rd-krishna-nagar-geeta-colony-delhi-141957
Pind Balluchi,https://swiggy.com/restaurants/pind-balluchi-central-market-lajpat-nagar-delhi-12756
Sanjay Chur Chur Naan,https://swiggy.com/restaurants/sanjay-chur-chur-naan-moolchand-meetro-station-lajpat-nagar-delhi-15448
HANDI BIRYANI JUNCTION,https://swiggy.com/restaurants/handi-biryani-junction-gtb-nagar-vijay-nagar-delhi-348760
The Belgian Waffle Co.,https://swiggy.com/restaurants/the-belgian-waffle-co-hudson-lane-gtb-nagar-delhi-411287
Cafe lucid,https://swiggy.com/restaurants/cafe-lucid-gtb-nagar-vijay-nagar-delhi-303820
Cake Crush,https://swiggy.com/restaurants/cake-crush-cc-colony-kalyan-vihar-delhi-345745
Bombay canteen,https://swiggy.com/restaurants/bombay-canteen-lajpat-nagar-delhi-459706
NH1 Bowls - Highway To North,https://swiggy.com/restaurants/nh1-bowls-highway-to-north-laxmi-nagar-delhi-425379
Friends Kitchen,https://swiggy.com/restaurants/friends-kitchen-gujranwala-town-ashok-vihar-delhi-108454
Aamantran Bangla,https://swiggy.com/restaurants/aamantran-bangla-pandav-nagar-patparganj-delhi-18324
Delhi6 Bedmi Poori,https://swiggy.com/restaurants/delhi6-bedmi-poori-lajpat-nagar-delhi-427890
EATaliano-the gourmet pizzeria,https://swiggy.com/restaurants/eataliano-the-gourmet-pizzeria-nagar-laxmi-delhi-350981
Unmarried Kitchen - Value Meals and Combos,https://swiggy.com/restaurants/unmarried-kitchen-value-meals-and-combos-preet-vihar-east-laxmi-nagar-delhi-491185
Nathu's Sweets,https://swiggy.com/restaurants/nathus-sweets-vivek-marg-laxmi-nagar-delhi-10982
Champaran kitchen,https://swiggy.com/restaurants/champaran-kitchen-laxmi-nagar-shakarpur-khas-delhi-356500
BIKANER SWEETS & SNACKS,https://swiggy.com/restaurants/bikaner-sweets-and-snacks-laxmi-nagar-delhi-454762
Bikaneri Sweets Corner,https://swiggy.com/restaurants/bikaneri-sweets-corner-laxmi-nagar-shakarpur-delhi-95191
Dhading KTM,https://swiggy.com/restaurants/dhading-ktm-lalita-park-laxmi-nagar-delhi-42688
La Pino'z Pizza,https://swiggy.com/restaurants/la-pinoz-pizza-laxmi-nagar-delhi-157583
Al kadeer Chicken corner,https://swiggy.com/restaurants/al-kadeer-chicken-corner-mother-dairy-road-shakarpur-khas-delhi-168151
Annie's Kerala Kitchen,https://swiggy.com/restaurants/annies-kerala-kitchen-karol-bagh-patel-nagar-delhi-369320
Om Ji Om,https://swiggy.com/restaurants/om-ji-om-netaji-subhash-market-karol-bagh-delhi-77178
Mom's Kitchen,https://swiggy.com/restaurants/moms-kitchen-karol-bagh-delhi-433794
Karim's Jama Masjid,https://swiggy.com/restaurants/karims-jama-masjid-old-jama-masjid-delhi-310645
classic chicken,https://swiggy.com/restaurants/classic-chicken-connaught-place-gole-market-delhi-458503
Giani,https://swiggy.com/restaurants/giani-gole-market-delhi-20297
The Burger Club,https://swiggy.com/restaurants/the-burger-club-main-market-karol-bagh-delhi-47853
Om Ji Om,https://swiggy.com/restaurants/om-ji-om-netaji-subhash-market-karol-bagh-delhi-77178
Mom's Kitchen,https://swiggy.com/restaurants/moms-kitchen-karol-bagh-delhi-433794
Karim's Jama Masjid,https://swiggy.com/restaurants/karims-jama-masjid-old-jama-masjid-delhi-310645
classic chicken,https://swiggy.com/restaurants/classic-chicken-connaught-place-gole-market-delhi-458503
Giani,https://swiggy.com/restaurants/giani-gole-market-delhi-20297
The Burger Club,https://swiggy.com/restaurants/the-burger-club-main-market-karol-bagh-delhi-47853
THALASSERY RESTAURANT,https://swiggy.com/restaurants/thalassery-restaurant-karol-bagh-paharganj-delhi-364739
Shri Hari Vaishnav Dhaba,https://swiggy.com/restaurants/shri-hari-vaishnav-dhaba-ndmc-market-mandi-house-delhi-33604
Zen,https://swiggy.com/restaurants/zen-b-block-connaught-place-delhi-14593
Wat-A-Burger! - India ka Burger,https://swiggy.com/restaurants/wat-a-burger-india-ka-burger-connaught-place-delhi-157585
BurGrub,https://swiggy.com/restaurants/burgrub-connaught-place-delhi-274430
Nirula's,https://swiggy.com/restaurants/nirulas-m-block-connaught-place-delhi-85711
Pind Balluchi - Janpath,https://swiggy.com/restaurants/pind-balluchi-janpath-janpat-connaught-place-delhi-49210
Punjab Grill,https://swiggy.com/restaurants/punjab-grill-janpath-delhi-125872
Popular chicken (Murga Market),https://swiggy.com/restaurants/popular-chicken-murga-market-murga-market-ashok-vihar-delhi-51759
Dosai Bhavan,https://swiggy.com/restaurants/dosai-bhavan-laxmi-nagar-krishna-nagar-delhi-376553
Winner Pizzas (Fresh Dough),https://swiggy.com/restaurants/winner-pizzas-fresh-dough-south-extension-delhi-451869
Shri Hari Restaurant,https://swiggy.com/restaurants/shri-hari-restaurant-lajpat-nagar-delhi-285546
Shri Sai Rasoi,https://swiggy.com/restaurants/shri-sai-rasoi-gurudwara-road-south-extension-i-delhi-152288
Ranch And Pepper,https://swiggy.com/restaurants/ranch-and-pepper-defence-colony-delhi-486706
Aashirwad Restaurant,https://swiggy.com/restaurants/aashirwad-restaurant-mangal-bazar-road-laxmi-nagar-delhi-34223
Capri Wings,https://swiggy.com/restaurants/capri-wings-south-extension-defence-colony-delhi-139977
Chef Joint,https://swiggy.com/restaurants/chef-joint-jangpura-extension-block-b-delhi-26071
Indian Taste,https://swiggy.com/restaurants/indian-taste-mayur-vihar-laxmi-nagar-delhi-430891
Joshi eating house,https://swiggy.com/restaurants/joshi-eating-house-shakarpur-shakarpur-khas-delhi-169845
CHAMPARAN MEAT HOUSE,https://swiggy.com/restaurants/champaran-meat-house-laxmi-nagar-delhi-321945
Rominus Pizza And Burger,https://swiggy.com/restaurants/rominus-pizza-and-burger-laxmi-nagar-delhi-417161
La Milano Pizzeria,https://swiggy.com/restaurants/la-milano-pizzeria-rajinder-nagar-delhi-54931
Shawarma Kings,https://swiggy.com/restaurants/shawarma-kings-apsara-arcade-rajinder-nagar-delhi-12366
Chowringhee,https://swiggy.com/restaurants/chowringhee-china-market-karol-bagh-delhi-43008
KRISHNA DHABA,https://swiggy.com/restaurants/krishna-dhaba-karol-bagh-paharganj-delhi-357115
PUNJABI CHASKA,https://swiggy.com/restaurants/punjabi-chaska-karol-bagh-paharganj-delhi-313905
Tandoori Handi (Since 1999) ,https://swiggy.com/restaurants/tandoori-handi-since-1999-connaught-place-delhi-435019
Slice,https://swiggy.com/restaurants/slice-connaught-place-delhi-391308
Subway,https://swiggy.com/restaurants/subway-m-block-connaught-place-delhi-16418
Jack Rolls,https://swiggy.com/restaurants/jack-rolls-gtb-nagar-delhi-university-gtb-nagar-delhi-177930
Green Dot Pizza,https://swiggy.com/restaurants/green-dot-pizza-gtb-nagar-delhi-555443
Punjabi Big Meals,https://swiggy.com/restaurants/punjabi-big-meals-phase-3-ashok-vihar-delhi-254724
Punjabi's Veg Grill ( jheel wale ),https://swiggy.com/restaurants/punjabis-veg-grill-jheel-wale-jheel-khuranja-geeta-colony-delhi-416254
JVS,https://swiggy.com/restaurants/jvs-south-campus-delhi-539244
Wood Box Cafe,https://swiggy.com/restaurants/wood-box-cafe-edward-lane-vijay-nagar-delhi-16246
Kaveri food,https://swiggy.com/restaurants/kaveri-food-gtb-nagar-hudson-lane-delhi-104882
Saleem's Restaurant,https://swiggy.com/restaurants/saleems-restaurant-flyover-market-defence-colony-delhi-17276
piu pizza hut,https://swiggy.com/restaurants/piu-pizza-hut-laxmi-nagar-delhi-407802
Pizza Studio,https://swiggy.com/restaurants/pizza-studio-mayur-vihar-phase-1-nirman-vihar-delhi-32087
Kailash ji Rasoi,https://swiggy.com/restaurants/kailash-ji-rasoi-south-extension-south-extension-i-delhi-309633
Make My Thali by Punjabi Tadka,https://swiggy.com/restaurants/make-my-thali-by-punjabi-tadka-laxmi-nagar-mangal-bazar-delhi-133583
Om Sai South Indian dosa,https://swiggy.com/restaurants/om-sai-south-indian-dosa-pandav-nagar-patparganj-delhi-130070
piu pizza hut,https://swiggy.com/restaurants/piu-pizza-hut-laxmi-nagar-delhi-407802
Pizza Studio,https://swiggy.com/restaurants/pizza-studio-mayur-vihar-phase-1-nirman-vihar-delhi-32087
Kailash ji Rasoi,https://swiggy.com/restaurants/kailash-ji-rasoi-south-extension-south-extension-i-delhi-309633
Make My Thali by Punjabi Tadka,https://swiggy.com/restaurants/make-my-thali-by-punjabi-tadka-laxmi-nagar-mangal-bazar-delhi-133583
Om Sai South Indian dosa,https://swiggy.com/restaurants/om-sai-south-indian-dosa-pandav-nagar-patparganj-delhi-130070
Roms Pizza,https://swiggy.com/restaurants/roms-pizza-laxmi-nagar-shakarpur-khas-delhi-285723
Riyaz Biryani Corner,https://swiggy.com/restaurants/riyaz-biryani-corner-shakurpur-shakarpur-khas-delhi-71911
Karim's,https://swiggy.com/restaurants/karims-laxmi-nagar-shakarpur-khas-delhi-255505
Wrap & Roll,https://swiggy.com/restaurants/wrap-and-roll-apsara-arcade-north-extension-area-rajinder-nagar-delhi-10157
New Janta Dhaba,https://swiggy.com/restaurants/new-janta-dhaba-karol-bagh-paharganj-delhi-245794
Delhi Darbar Dhaba,https://swiggy.com/restaurants/delhi-darbar-dhaba-ndmc-market-mandi-house-delhi-14677
Dayal Dhaba,https://swiggy.com/restaurants/dayal-dhaba-34-baird-lane-gole-market-delhi-153941
Mezbaan Biryani,https://swiggy.com/restaurants/mezbaan-biryani-paharganj-mukherjee-nagar-delhi-67235
Chaap Kitchen,https://swiggy.com/restaurants/chaap-kitchen-amar-colony-lajpat-nagar-delhi-15239
Shudh Vaishno Dhaba,https://swiggy.com/restaurants/shudh-vaishno-dhaba-gtb-nagar-delhi-435381
Best Muradabadi Biryani,https://swiggy.com/restaurants/best-muradabadi-biryani-gtb-nagar-mukherjee-nagar-delhi-143734
Chawla Refreshment,https://swiggy.com/restaurants/chawla-refreshment-main-road-geeta-colony-east-krishna-nagar-delhi-222218
DELHI WAH JI WAH,https://swiggy.com/restaurants/delhi-wah-ji-wah-gtb-nagar-vijay-nagar-delhi-343082
Metro Fast Food,https://swiggy.com/restaurants/metro-fast-food-university-gtb-nagar-new-delhi-delhi-25190
Dallcheeni,https://swiggy.com/restaurants/dallcheeni-vijay-nagar-kalyan-vihar-delhi-202085
Chander Dhaba,https://swiggy.com/restaurants/chander-dhaba-mathura-road-sunlight-colony-delhi-44016
Mad over momos,https://swiggy.com/restaurants/mad-over-momos-yashwant-place-chanakyapuri-delhi-32635
U Like,https://swiggy.com/restaurants/u-like-paharganj-delhi-57757
Gupta Foods,https://swiggy.com/restaurants/gupta-foods-middle-circle-connaught-place-delhi-22866
Mehfil Biryani by Zakir Khan,https://swiggy.com/restaurants/mehfil-biryani-by-zakir-khan-kirti-nagar-delhi-503971
Krishna fast food center,https://swiggy.com/restaurants/krishna-fast-food-center-ashok-vihar-delhi-83171
PRINCE  POINT,https://swiggy.com/restaurants/prince-point-laxmi-nagar-krishna-nagar-delhi-310814
Prince Cafe,https://swiggy.com/restaurants/prince-cafe-krishna-nagar-delhi-34642
Moti Mahal Delux Legendary Culinary,https://swiggy.com/restaurants/moti-mahal-delux-legendary-culinary-south-extension-ii-delhi-8917
Tandoori Tadka,https://swiggy.com/restaurants/tandoori-tadka-defence-enclave-swasthya-vihar-delhi-13065
GARHWAL MAHAK CHINESE FOOD,https://swiggy.com/restaurants/garhwal-mahak-chinese-food-south-extension-ina-colony-delhi-310060
BIHAR DHABA,https://swiggy.com/restaurants/bihar-dhaba-mayur-vihar-patparganj-delhi-270087
Wok 88,https://swiggy.com/restaurants/wok-88-1-lajpat-nagar-delhi-127106
grill out tandoor and fast food,https://swiggy.com/restaurants/grill-out-tandoor-and-fast-food-shakarpur-delhi-181287
Ram ji Samose wala,https://swiggy.com/restaurants/ram-ji-samose-wala-laxmi-nagar-shakarpur-khas-delhi-204678
CHAUBARA,https://swiggy.com/restaurants/chaubara-connaught-place-delhi-412124
Gupta Restaurant,https://swiggy.com/restaurants/gupta-restaurant-gole-market-delhi-76884
Burger Bites,https://swiggy.com/restaurants/burger-bites-ashok-vihar-delhi-499112
Ghoomar traditional thali restaurant,https://swiggy.com/restaurants/ghoomar-traditional-thali-restaurant-connaught-place-delhi-138677
HIRA SWEET LAL QUARTER,https://swiggy.com/restaurants/hira-sweet-lal-quarter-laxmi-nagar-delhi-466953
Super Subs,https://swiggy.com/restaurants/super-subs-gtb-nagar-mukherjee-nagar-delhi-347513
Hot & Spot Fast Food,https://swiggy.com/restaurants/hot-and-spot-fast-food-gtb-nagar-delhi-107766
AGGARWAL SWEETS,https://swiggy.com/restaurants/aggarwal-sweets-shahdara-delhi-450607
Bewafa Biryani Wala,https://swiggy.com/restaurants/bewafa-biryani-wala-mayur-vihar-vinod-nagar-north-delhi-225512
Shin Shin Chinese,https://swiggy.com/restaurants/shin-shin-chinese-gtb-delhi-university-gtb-nagar-delhi-71070
Noor Hyderabadi,https://swiggy.com/restaurants/noor-hyderabadi-gtb-nagar-mukherjee-nagar-delhi-334812
Dah,https://swiggy.com/restaurants/dah-defence-colony-delhi-140416
Gulati's Kitchen,https://swiggy.com/restaurants/gulatis-kitchen-connaught-place-delhi-460996
Super Subs,https://swiggy.com/restaurants/super-subs-gtb-nagar-mukherjee-nagar-delhi-347513
Hot & Spot Fast Food,https://swiggy.com/restaurants/hot-and-spot-fast-food-gtb-nagar-delhi-107766
AGGARWAL SWEETS,https://swiggy.com/restaurants/aggarwal-sweets-shahdara-delhi-450607
Bewafa Biryani Wala,https://swiggy.com/restaurants/bewafa-biryani-wala-mayur-vihar-vinod-nagar-north-delhi-225512
Shin Shin Chinese,https://swiggy.com/restaurants/shin-shin-chinese-gtb-delhi-university-gtb-nagar-delhi-71070
Noor Hyderabadi,https://swiggy.com/restaurants/noor-hyderabadi-gtb-nagar-mukherjee-nagar-delhi-334812
Dah,https://swiggy.com/restaurants/dah-defence-colony-delhi-140416
Gulati's Kitchen,https://swiggy.com/restaurants/gulatis-kitchen-connaught-place-delhi-460996
SPICES OF SOUTH,https://swiggy.com/restaurants/spices-of-south-laxmi-nagar-krishna-nagar-delhi-255366
Chinese potli,https://swiggy.com/restaurants/chinese-potli-laxmi-nagar-krishna-nagar-delhi-245520
Dosto Di Hatti,https://swiggy.com/restaurants/dosto-di-hatti-laxmi-nagar-kailash-nagar-delhi-482469
Bikaner sweets,https://swiggy.com/restaurants/bikaner-sweets-laxmi-nagar-geeta-colony-delhi-222246
Cake Room,https://swiggy.com/restaurants/cake-room-kishan-gunj-laxmi-nagar-delhi-11431
THE BIRYANI INC,https://swiggy.com/restaurants/the-biryani-inc-mayur-vihar-vinod-nagar-north-delhi-340752
Hari OM Chaapwala,https://swiggy.com/restaurants/hari-om-chaapwala-mayur-vihar-delhi-479307
Vaishnav dhaba,https://swiggy.com/restaurants/vaishnav-dhaba-lajpat-nagar-sunlight-colony-delhi-85490
Hello G Sas Kitchen,https://swiggy.com/restaurants/hello-g-sas-kitchen-paharganj-delhi-delhi-169793
Ham Burger,https://swiggy.com/restaurants/ham-burger-gtb-nagar-mukherjee-nagar-delhi-179827
Big Fat Rollz,https://swiggy.com/restaurants/big-fat-rollz-dwarka-mor-kirti-nagar-industrial-area-kirti-nagar-delhi-47140
VISHNU PIZZA POINT,https://swiggy.com/restaurants/vishnu-pizza-point-laxmi-nagar-delhi-275815
Flavors Of Delhi,https://swiggy.com/restaurants/flavors-of-delhi-south-extension-delhi-543627
Yaara Da Adda,https://swiggy.com/restaurants/yaara-da-adda-laxmi-nagar-krishna-nagar-delhi-406345
Shah Ji Kulcha,https://swiggy.com/restaurants/shah-ji-kulcha-krishna-nagar-delhi-513117
MAHAK VADA PAV,https://swiggy.com/restaurants/mahak-vada-pav-laxmi-nagar-delhi-589727
JACK IN THE BOX,https://swiggy.com/restaurants/jack-in-the-box-laxmi-nagar-delhi-589732
MALL OF FOOD,https://swiggy.com/restaurants/mall-of-food-gtb-nagar-gujranwala-town-delhi-490605
TKs Oriental Grill - Hyatt regency,https://swiggy.com/restaurants/tks-oriental-grill-hyatt-regency-r-k-puram-rama-krishna-puram-delhi-264529
REVATHI's FUSION KITCHEN..,https://swiggy.com/restaurants/revathis-fusion-kitchen-south-extension-delhi-529316
Chah Shala,https://swiggy.com/restaurants/chah-shala-gtb-nagar-delhi-528426
The China Kitchen - Hyatt Regency,https://swiggy.com/restaurants/the-china-kitchen-hyatt-regency-r-k-puram-south-campus-delhi-264430
D3 - DHABA DILLI DA,https://swiggy.com/restaurants/d3-dhaba-dilli-da-gtb-nagar-delhi-570992
PRINCE FAST FOOD,https://swiggy.com/restaurants/prince-fast-food-laxmi-nagar-krishna-nagar-delhi-305544
Rock N' Roll Restro,https://swiggy.com/restaurants/rock-n-roll-restro-laxmi-nagar-delhi-553155
